x,y
2.94338644844741,3.437236150192678
2.1881877199619986,4.890084678142384
1.4655138390294962,1.8380981034572992
2.3260118384086272,3.2614457318303662
5.486078789766633,24.373819074894648
2.6269984907963386,3.023643257180841
4.73245702559012,12.49610570827122
3.6482528917800323,5.79305923432722
5.648488261712865,23.352822871017505
5.090073829612465,21.579052477325504
4.703843088771022,12.657077783013554
1.9983689107917986,3.1144446957393397
4.288064461501717,8.707485661071221
2.3932323211830573,2.897473447733817
4.540362888980227,13.200096031583799
3.6788734203737925,8.010963413564463
1.1797113689837104,0.0001
1.5394571349665223,0.0001
1.4514488502720415,0.5207936698679259
3.475884550556351,9.668863385146933
5.702292921764571,25.24057572531863
5.303652916281717,18.30975332829952
3.8845194231317954,8.236072328185278
1.806106436270022,0.507667342600713
2.504391549083848,4.7823049020523385
4.48507870497634,12.373787254084153
5.113002803298292,18.87504135574862
1.6101911742238941,2.1175217119447622
2.432706260641422,4.336207332796637
5.0773071422741705,17.6961436214373
3.28034992108518,5.872795843380892
1.42673732496884,2.548790517706658
5.847923138822793,24.017967486785412
3.4689779818219537,7.851367939188491
4.31261142176991,10.23379193692175
1.0253079192310934,1.548356446279969
5.485551299762886,22.892153823492325
5.537832369630465,21.212130850918115
2.5717799053816335,3.856845192328428
5.386696766904905,22.484495688585774
5.315517129377968,17.79502275230407
3.89140070498087,8.33272026387572
2.554911608578311,3.687075042064606
1.5502596226383838,1.367856484311103
1.932850294430179,3.82561025989479
3.560465291496405,3.588453589933558
4.991475894833876,15.190706226210715
4.360677737029393,13.202699409389641
5.046805777392568,18.99353447879638
1.171942605576092,2.9147427669201558
5.865052773762228,27.390967455384732
5.480456499617466,19.363056521867506
1.4424625102595976,3.062863429593069
4.645035840204937,14.41879267900319
1.0772830826443371,0.0001
2.850793501277222,4.396751245866125
1.4858824688538426,1.5722333619523154
4.421165132560784,13.79675781768384
3.7134804157912424,9.194843412542609
4.509834386288517,11.925190749945333
5.714548519562596,23.20360866206244
3.3610746258097466,6.0472248974670455
1.9762149389902226,3.1539807502635155
3.2007624686980067,5.478152316028344
